"away_team","home_team","score","is_neutral","game_ids","date","Home_ABR","Away_ABR","Winner_ABR","Loser_ABR","Home_wins","Attendance","home_fg","away_fg","home_three","away_three","home_ft","away_ft","home_rebound","away_rebound","home_o_rebound","away_o_rebound","home_d_rebound","away_d_rebound","home_assists","away_assists","home_steals","away_steals","home_blocks","away_blocks","home_turnovers","away_turnovers","home_fouls","away_fouls","home_t_fouls","away_t_fouls","home_f_fouls","away_f_fouls","away_is_ranked","home_is_ranked","People"
"Rice RICE","Houston HOU","HOU 79, RICE 68",FALSE,"/mens-college-basketball/game/_/gameId/401084674",20181114,"HOU","RICE","HOU","RICE",1,49,44.1,46.3,45,40.7,72,53.8,40,32,14,8,26,24,15,13,8,2,1,3,7,12,18,21,0,0,0,0,FALSE,FALSE,"3,952"
"UTSA UTSA","Oklahoma State OKST","OKST 82, UTSA 60",FALSE,"/mens-college-basketball/game/_/gameId/401083527",20181114,"OKST","UTSA","OKST","UTSA",1,48,50,32.8,50,19.2,50,61.9,43,39,13,17,30,22,20,9,8,11,4,0,14,18,17,18,0,0,0,0,FALSE,FALSE,"6,571"
"Grambling GRAM","Wyoming WYO","WYO 86, GRAM 78",FALSE,"/mens-college-basketball/game/_/gameId/401088996",20181114,"WYO","GRAM","WYO","GRAM",1,29,41.7,49.1,37.5,50,84.4,60.9,42,33,14,8,28,25,11,15,10,5,2,7,11,15,19,29,0,0,0,0,FALSE,FALSE,"3,374"
"Montana State MTST","Colorado State CSU","CSU 81, MTST 77",FALSE,"/mens-college-basketball/game/_/gameId/401086821",20181114,"CSU","MTST","CSU","MTST",1,28,43.5,46.6,20,40,75,69.2,33,35,11,9,22,26,9,14,8,3,1,1,7,15,16,26,0,0,0,0,FALSE,FALSE,"2,243"
"Saint Mary's SMC","New Mexico State NMSU","SMC 73, NMSU 58",FALSE,"/mens-college-basketball/game/_/gameId/401083727",20181114,"NMSU","SMC","SMC","NMSU",0,53,36.4,46.3,11.1,40.9,69.6,87.5,32,34,10,7,22,27,6,9,3,5,1,0,6,8,14,21,0,0,0,0,FALSE,FALSE,"6,660"
"Texas Southern TXSO","San Diego State SDSU","SDSU 103, TXSO 64",FALSE,"/mens-college-basketball/game/_/gameId/401088432",20181114,"SDSU","TXSO","SDSU","TXSO",1,85,52.3,33.3,44.4,19.2,75,61.1,48,36,15,16,33,20,18,14,7,7,4,0,13,14,20,27,0,1,0,0,FALSE,FALSE,"10,507"
"Stetson STET","USC USC","USC 95, STET 59",FALSE,"/mens-college-basketball/game/_/gameId/401086796",20181114,"USC","STET","USC","STET",1,15,56.3,31.2,30.4,18.2,80,63.6,46,38,10,16,36,22,19,12,6,7,5,2,13,11,11,18,0,0,0,0,FALSE,FALSE,"1,533"
"Washington State WSU","Seattle U SEA","SEA 78, WSU 69",FALSE,"/mens-college-basketball/game/_/gameId/401086083",20181114,"SEA","WSU","SEA","WSU",1,NA,50.9,29.6,26.3,25,73.9,87.5,40,40,8,18,32,22,11,8,6,6,7,2,17,14,22,21,0,0,0,0,FALSE,FALSE,"1,977"
"Texas A&M TA&M","Gonzaga GONZ","GONZ 94, TA&M 71",FALSE,"/mens-college-basketball/game/_/gameId/401083629",20181115,"GONZ","TA&M","GONZ","TA&M",1,100,49.2,41.5,33.3,27.8,71.9,63.2,41,39,12,13,29,26,16,9,8,6,10,4,11,14,20,22,0,1,0,0,FALSE,TRUE,"6,000"
"Fresno State FRES","TCU TCU","TCU 77, FRES 69",FALSE,"/mens-college-basketball/game/_/gameId/401083511",20181115,"TCU","FRES","TCU","FRES",1,94,51.7,38,43.8,34.6,71.4,75,38,37,8,14,30,23,20,17,8,9,10,3,15,15,12,18,0,0,0,0,FALSE,TRUE,"6,315"
"Boyce BOY","Presbyterian PRE","PRE 102, BOY 49",FALSE,"/mens-college-basketball/game/_/gameId/401088213",20181115,"PRE","BOY","PRE","BOY",1,8,50.7,29,37.1,31.8,57.6,40,46,45,8,12,38,33,19,7,10,5,9,3,5,25,16,24,1,0,0,0,FALSE,FALSE,"185"
"Southern Miss USM","Troy TROY","USM 81, TROY 66",FALSE,"/mens-college-basketball/game/_/gameId/401090271",20181115,"TROY","USM","USM","TROY",0,58,38.5,53.2,33.3,44.8,54.5,40,37,37,16,10,21,27,14,22,4,6,3,4,9,8,7,12,0,0,0,0,FALSE,FALSE,"3,007"
"Carver Bible College CBC","Tennessee State TNST","TNST 92, CBC 57",FALSE,"/mens-college-basketball/game/_/gameId/401090252",20181115,"TNST","CBC","TNST","CBC",1,9,47.8,36.5,33.3,39.1,69.2,52.6,42,34,13,9,29,25,16,8,15,5,3,7,14,26,24,22,0,2,0,0,FALSE,FALSE,"721"
"Johnson University (FL) JUFL","Bethune-Cookman BCU","BCU 97, JUFL 47",FALSE,"/mens-college-basketball/game/_/gameId/401089958",20181115,"BCU","JUFL","BCU","JUFL",1,66,50,24.6,20,18.2,64.7,59.1,65,32,24,12,41,20,26,9,15,5,7,1,17,23,20,11,0,0,0,0,FALSE,FALSE,"657"
"KY Wesleyan KYW","Evansville EVAN","EVAN 92, KYW 72",FALSE,"/mens-college-basketball/game/_/gameId/401089172",20181115,"EVAN","KYW","EVAN","KYW",1,45,49.3,46.7,34.4,32.1,72.2,63.6,37,37,9,8,28,29,17,17,8,2,5,0,7,17,12,15,0,1,0,0,FALSE,FALSE,"4,497"
"North Greenville NG","Furman FUR","FUR 107, NG 67",FALSE,"/mens-college-basketball/game/_/gameId/401088880",20181115,"FUR","NG","FUR","NG",1,44,47.2,44.6,42.9,40,69.2,50,40,41,15,13,25,28,24,16,14,5,3,2,6,18,8,19,0,0,0,0,FALSE,FALSE,"1,110"
"North Carolina Central NCCU","Bowling Green BGSU","BGSU 75, NCCU 60",FALSE,"/mens-college-basketball/game/_/gameId/401088397",20181115,"BGSU","NCCU","BGSU","NCCU",1,31,50.9,42.1,35.3,38.5,64.7,28.6,32,36,7,11,25,25,16,14,7,2,0,2,6,14,11,19,0,0,0,0,FALSE,FALSE,"1,363"
"Milligan MLG","Elon ELON","ELON 98, MLG 71",FALSE,"/mens-college-basketball/game/_/gameId/401085895",20181115,"ELON","MLG","ELON","MLG",1,22,48.6,40.6,47.5,29.2,64.3,66.7,48,34,14,10,34,24,25,11,6,6,0,0,12,12,12,13,0,1,0,0,FALSE,FALSE,"1,107"
"Hartford HART","Quinnipiac QUIN","HART 68, QUIN 54",FALSE,"/mens-college-basketball/game/_/gameId/401085753",20181115,"QUIN","HART","HART","QUIN",0,15,34.5,46,27.6,40.9,60,56.5,32,35,11,9,21,26,7,14,4,4,1,2,15,15,21,12,0,0,0,0,FALSE,FALSE,"543"
"Delaware DEL","Cornell COR","DEL 73, COR 56",FALSE,"/mens-college-basketball/game/_/gameId/401083910",20181115,"COR","DEL","DEL","COR",0,10,38.6,53.7,26.1,40,75,69.2,26,38,5,7,21,31,11,10,4,4,5,3,10,12,12,10,0,0,0,0,FALSE,FALSE,"463"
"Central Arkansas CARK","Pittsburgh PITT","PITT 97, CARK 71",FALSE,"/mens-college-basketball/game/_/gameId/401082803",20181115,"PITT","CARK","PITT","CARK",1,21,49.2,46.4,36.8,47.6,74.3,69.2,38,32,13,7,25,25,13,13,7,5,5,6,10,23,15,27,1,0,0,0,FALSE,FALSE,"2,578"
"Ohio State OSU","Creighton CREI","OSU 69, CREI 60",FALSE,"/mens-college-basketball/game/_/gameId/401082549",20181115,"CREI","OSU","OSU","CREI",0,99,44.2,47.3,36,47.6,55.6,58.3,29,34,10,11,19,23,10,15,4,4,4,2,14,13,19,18,0,0,0,0,FALSE,FALSE,"17,146"
"Belmont BEL","Lipscomb LIP","BEL 87, LIP 83",FALSE,"/mens-college-basketball/game/_/gameId/401086729",20181115,"LIP","BEL","BEL","LIP",0,47,44.4,54.8,38.1,40.9,73.1,62.5,28,40,4,7,24,33,16,19,10,6,3,8,14,21,18,23,0,1,0,0,FALSE,FALSE,"2,369"
"Mississippi Valley State MVSU","Utah UTAH","UTAH 98, MVSU 63",FALSE,"/mens-college-basketball/game/_/gameId/401087169",20181115,"UTAH","MVSU","UTAH","MVSU",1,72,51.5,38.1,47.2,35.3,61.1,64.3,44,33,13,9,31,24,23,12,4,6,5,3,10,12,15,17,0,0,0,0,FALSE,FALSE,"10,804"
"William & Mary W&M","UIC UIC","UIC 100, W&M 95 (OT)",FALSE,"/mens-college-basketball/game/_/gameId/401085885",20181115,"UIC","W&M","UIC","W&M",1,30,56.3,47.8,44.8,44.1,83.3,77.8,34,35,7,12,27,23,16,19,9,5,5,3,12,16,22,19,0,0,0,0,FALSE,FALSE,"2,409"
"Abilene Christian ACU","Denver DEN","ACU 67, DEN 61",FALSE,"/mens-college-basketball/game/_/gameId/401089013",20181115,"DEN","ACU","ACU","DEN",0,11,49,44.9,60,41.7,18.2,81.3,33,26,10,5,23,21,11,16,1,5,4,5,15,9,18,15,0,0,0,0,FALSE,FALSE,"804"
"Pacific PAC","Idaho State IDST","PAC 83, IDST 76",FALSE,"/mens-college-basketball/game/_/gameId/401083654",20181115,"IDST","PAC","PAC","IDST",0,43,42.6,45.2,33.3,47.6,82.6,94.4,26,41,6,14,20,27,8,12,5,4,3,0,7,10,14,23,0,0,0,0,FALSE,FALSE,"1,297"
"Oral Roberts ORU","BYU BYU","BYU 85, ORU 65",FALSE,"/mens-college-basketball/game/_/gameId/401083600",20181115,"BYU","ORU","BYU","ORU",1,54,40.8,40.3,25,26.1,80.8,50,52,37,12,3,40,34,19,15,7,2,2,5,8,13,18,22,0,0,0,0,FALSE,FALSE,"10,179"
"Penn State PSU","DePaul DEP","DEP 72, PSU 70 (OT)",FALSE,"/mens-college-basketball/game/_/gameId/401082566",20181115,"DEP","PSU","DEP","PSU",1,38,43.8,39.1,13.6,33.3,61.9,62.5,47,36,13,10,34,26,14,13,9,10,2,2,16,16,17,23,1,0,0,0,FALSE,FALSE,"3,926"
"San Diego Christian SDCC","San Diego USD","USD 95, SDCC 47",FALSE,"/mens-college-basketball/game/_/gameId/401089498",20181115,"USD","SDCC","USD","SDCC",1,11,54.5,30.9,43.3,36.8,71.4,60,49,26,15,7,34,19,23,7,7,5,6,1,11,18,15,17,1,0,0,0,FALSE,FALSE,"544"
"UC Irvine UCI","Santa Clara SCU","UCI 61, SCU 49",FALSE,"/mens-college-basketball/game/_/gameId/401083765",20181115,"SCU","UCI","UCI","SCU",0,28,29.6,38.2,31.8,31.3,71.4,66.7,34,44,8,12,26,32,10,13,6,6,6,4,15,15,23,16,0,0,0,0,FALSE,FALSE,"1,304"
"Louisiana UL","Kansas KU","KU 89, UL 76",FALSE,"/mens-college-basketball/game/_/gameId/401083548",20181116,"KU","UL","KU","UL",1,100,49.2,42.9,36.4,33.3,65.4,83.3,45,32,16,8,29,24,20,16,6,10,5,0,16,15,14,20,1,0,0,0,FALSE,TRUE,"16,300"
"Coppin State COPP","Virginia UVA","UVA 97, COPP 40",FALSE,"/mens-college-basketball/game/_/gameId/401082764",20181116,"UVA","COPP","UVA","COPP",1,96,60.3,32.7,60,25,80,0,35,25,5,5,30,20,24,10,8,0,5,0,4,17,8,19,0,0,0,0,FALSE,TRUE,"13,971"
"Little Rock UALR","Nevada NEV","NEV 87, UALR 59",FALSE,"/mens-college-basketball/game/_/gameId/401087831",20181116,"NEV","UALR","NEV","UALR",1,89,53.6,34.9,37,26.7,68,41.2,43,36,3,7,40,29,22,13,4,6,5,2,11,12,20,24,1,0,0,0,FALSE,TRUE,"10,273"
"Tennessee Tech TNTC","North Carolina UNC","UNC 108, TNTC 58",FALSE,"/mens-college-basketball/game/_/gameId/401082856",20181116,"UNC","TNTC","UNC","TNTC",1,96,55.4,35.9,21.7,16,80.8,61.5,54,24,18,9,36,15,29,9,16,9,8,3,13,22,15,18,0,0,0,0,FALSE,TRUE,"20,816"
"Long Beach State LBSU","Mississippi State MSST","MSST 79, LBSU 51",FALSE,"/mens-college-basketball/game/_/gameId/401083065",20181116,"MSST","LBSU","MSST","LBSU",1,77,41.9,32.7,17.4,43.8,72.2,53.3,52,34,20,9,32,25,14,9,12,5,10,2,12,20,17,18,0,0,0,0,FALSE,TRUE,"8,106"
"St. Francis (PA) SFPA","UCLA UCLA","UCLA 95, SFPA 58",FALSE,"/mens-college-basketball/game/_/gameId/401087149",20181116,"UCLA","SFPA","UCLA","SFPA",1,44,57.1,30.6,36.8,27.3,50,50,51,44,13,19,38,25,18,7,7,4,13,3,8,15,15,24,0,0,0,0,FALSE,TRUE,"6,127"
"Louisiana Tech LT","LSU LSU","LSU 74, LT 67",FALSE,"/mens-college-basketball/game/_/gameId/401083107",20181116,"LSU","LT","LSU","LT",1,72,45.3,39.3,20.8,39.3,57.9,61.5,38,42,14,16,24,26,11,8,8,6,7,3,7,17,12,19,0,0,0,0,FALSE,TRUE,"9,557"
"Nicholls NICH","Baylor BAY","BAY 81, NICH 54",FALSE,"/mens-college-basketball/game/_/gameId/401083377",20181116,"BAY","NICH","BAY","NICH",1,85,46,32.7,34.5,15.4,59.1,77.8,44,34,16,11,28,23,17,7,5,4,6,4,8,13,17,20,0,0,0,0,FALSE,FALSE,"8,721"
"California Baptist CBU","Tulsa TLSA","TLSA 82, CBU 79",FALSE,"/mens-college-basketball/game/_/gameId/401084678",20181116,"TLSA","CBU","TLSA","CBU",1,76,46.2,39.7,30.8,31,75,70.6,35,43,5,13,30,30,10,17,3,5,2,0,7,11,15,28,1,0,0,0,FALSE,FALSE,"6,330"
"Florida International FIU","Fordham FOR","FOR 83, FIU 77",FALSE,"/mens-college-basketball/game/_/gameId/401086282",20181116,"FOR","FIU","FOR","FIU",1,55,41.2,39.7,23.8,14.3,83.7,67.9,40,30,8,7,32,23,4,12,3,11,4,1,16,11,21,33,0,0,0,0,FALSE,FALSE,"1,765"
"Milwaukee MILW","Cincinnati CIN","CIN 74, MILW 63",FALSE,"/mens-college-basketball/game/_/gameId/401089920",20181116,"CIN","MILW","CIN","MILW",1,NA,50,44.6,21.1,39.1,60,57.1,37,25,12,7,25,18,16,11,7,2,3,0,8,11,7,19,0,0,0,0,FALSE,FALSE,""
"Johnson & Wales (NC) JWN","UNC Greensboro UNCG","UNCG 105, JWN 57",FALSE,"/mens-college-basketball/game/_/gameId/401088899",20181116,"UNCG","JWN","UNCG","JWN",1,14,55.6,35.1,36.4,35.7,81,87.5,38,35,13,13,25,22,17,10,15,5,5,1,10,30,10,22,0,0,0,0,FALSE,FALSE,"3,379"
"UT Martin UTM","Mercer MER","MER 77, UTM 60",FALSE,"/mens-college-basketball/game/_/gameId/401088891",20181116,"MER","UTM","MER","UTM",1,85,45.9,40,37.9,23.8,66.7,63.6,33,38,12,16,21,22,17,10,5,2,1,3,11,17,15,16,0,0,0,0,FALSE,FALSE,"2,705"
"South Carolina State SCST","Cleveland State CLEV","CLEV 84, SCST 69",FALSE,"/mens-college-basketball/game/_/gameId/401088467",20181116,"CLEV","SCST","CLEV","SCST",1,8,49.2,44.6,33.3,26.7,68,68.2,34,35,15,15,19,20,16,6,3,4,3,1,8,12,20,23,0,0,0,0,FALSE,FALSE,"1,071"
"New York Institute of Technology NYIT","Fairleigh Dickinson FDU","FDU 85, NYIT 57",FALSE,"/mens-college-basketball/game/_/gameId/401088445",20181116,"FDU","NYIT","FDU","NYIT",1,21,47.7,34.7,41.2,37.5,53.3,65.4,45,36,15,8,30,28,16,9,11,5,7,6,16,27,20,25,0,0,0,0,FALSE,FALSE,"398"
"UNC Asheville UNCA","Northern Kentucky NKU","NKU 77, UNCA 50",FALSE,"/mens-college-basketball/game/_/gameId/401088219",20181116,"NKU","UNCA","NKU","UNCA",1,35,43.5,36.2,16,33.3,70.4,66.7,42,27,16,6,26,21,21,7,13,3,3,4,13,27,19,23,0,0,0,0,FALSE,FALSE,"2,936"
"Delaware State DSU","Longwood LONG","LONG 89, DSU 73",FALSE,"/mens-college-basketball/game/_/gameId/401088218",20181116,"LONG","DSU","LONG","DSU",1,95,47.5,44.6,42.9,37.5,69.2,84.6,39,31,12,6,27,25,20,16,8,4,1,4,11,14,14,19,0,1,0,0,FALSE,FALSE,"1,798"
"Gardner-Webb GWEB","Savannah State SAV","GWEB 97, SAV 77",FALSE,"/mens-college-basketball/game/_/gameId/401088216",20181116,"SAV","GWEB","GWEB","SAV",0,15,37.1,54.5,25.5,34.5,68.4,83.3,34,47,13,11,21,36,12,23,5,7,5,1,13,13,14,17,0,0,0,0,FALSE,FALSE,"755"
"Liberty LIB","Kent State KENT","LIB 77, KENT 70",FALSE,"/mens-college-basketball/game/_/gameId/401086706",20181116,"KENT","LIB","LIB","KENT",0,35,40.8,51.8,26.7,47.4,70.3,76.9,30,31,10,8,20,23,8,19,7,7,4,3,11,13,19,24,0,2,0,0,FALSE,FALSE,"2,214"
"New Hampshire UNH","American University AMER","AMER 68, UNH 44",FALSE,"/mens-college-basketball/game/_/gameId/401086642",20181116,"AMER","UNH","AMER","UNH",1,23,44.4,27.9,33.3,30.4,66.7,75,41,38,7,11,34,27,10,8,6,3,6,3,9,15,7,16,0,0,0,0,FALSE,FALSE,"799"
"Harvard HARV","Rhode Island URI","URI 76, HARV 74",FALSE,"/mens-college-basketball/game/_/gameId/401086339",20181116,"URI","HARV","URI","HARV",1,69,45,52.9,27.8,38.1,81,80,30,33,11,8,19,25,11,18,11,4,4,3,11,21,19,18,0,0,0,0,FALSE,FALSE,"5,494"
"Howard HOW","UMass MASS","HOW 68, MASS 63",FALSE,"/mens-college-basketball/game/_/gameId/401086332",20181116,"MASS","HOW","HOW","MASS",0,22,35.5,38.3,21.4,31.6,56.5,72.7,33,46,8,13,25,33,16,12,6,3,2,4,8,16,19,24,0,0,0,0,FALSE,FALSE,"2,048"
"IUPUI IUPU","Richmond RICH","RICH 78, IUPU 70",FALSE,"/mens-college-basketball/game/_/gameId/401085655",20181116,"RICH","IUPU","RICH","IUPU",1,70,52,51.9,35.3,35,69,50,26,34,4,8,22,26,12,13,11,8,5,4,12,15,13,19,0,1,0,0,FALSE,FALSE,"5,015"
"Purdue Fort Wayne PFW","Dayton DAY","DAY 91, PFW 80",FALSE,"/mens-college-basketball/game/_/gameId/401085598",20181116,"DAY","PFW","DAY","PFW",1,97,60.7,50.8,35,44.8,64,38.5,38,22,6,2,32,20,20,20,3,7,2,1,13,9,12,18,0,0,0,0,FALSE,FALSE,"13,004"
"Loyola (MD) L-MD","Temple TEM","TEM 81, L-MD 67",FALSE,"/mens-college-basketball/game/_/gameId/401084680",20181116,"TEM","L-MD","TEM","L-MD",1,47,46.3,45.3,27.3,37.5,81.3,83.3,30,36,10,9,20,27,19,11,10,5,6,4,8,22,14,14,0,1,0,0,FALSE,FALSE,"4,815"
"Chicago State CHIC","Akron AKR","AKR 87, CHIC 46",FALSE,"/mens-college-basketball/game/_/gameId/401083995",20181116,"AKR","CHIC","AKR","CHIC",1,42,52.8,32.1,37.9,10,58.8,52.4,36,38,5,10,31,28,13,5,10,6,7,0,14,20,24,30,2,3,0,0,FALSE,FALSE,"2,285"
"Sam Houston SHSU","Georgia UGA","UGA 75, SHSU 64",FALSE,"/mens-college-basketball/game/_/gameId/401083141",20181116,"UGA","SHSU","UGA","SHSU",1,68,42.9,37.9,18.2,33.3,76.3,71.4,40,36,12,15,28,21,11,10,5,2,8,1,11,11,15,29,0,0,0,0,FALSE,FALSE,"7,195"
"Vermont UVM","Louisville LOU","LOU 86, UVM 78",FALSE,"/mens-college-basketball/game/_/gameId/401082910",20181116,"LOU","UVM","LOU","UVM",1,73,53.1,49.1,42.1,39.1,78.8,89.5,30,24,7,4,23,20,14,9,2,5,2,1,10,8,21,26,0,0,0,0,FALSE,FALSE,"15,977"
"St. John's SJU","Rutgers RUTG","SJU 84, RUTG 65",FALSE,"/mens-college-basketball/game/_/gameId/401082593",20181116,"RUTG","SJU","SJU","RUTG",0,89,34.9,46.7,26.9,50,56,75,42,39,15,8,27,31,12,19,4,6,2,5,14,10,16,20,0,0,0,0,FALSE,FALSE,"7,102"
"Binghamton BING","Northwestern NU","NU 82, BING 54",FALSE,"/mens-college-basketball/game/_/gameId/401082532",20181116,"NU","BING","NU","BING",1,100,51.6,34.9,29.4,15,61.9,58.3,46,30,14,10,32,20,23,10,10,9,6,8,15,17,15,19,0,0,0,0,FALSE,FALSE,"7,039"
"Hofstra HOF","Maryland MD","MD 80, HOF 69",FALSE,"/mens-college-basketball/game/_/gameId/401082421",20181116,"MD","HOF","MD","HOF",1,69,51.6,41.5,31.8,33.3,53.8,80,42,24,16,5,26,19,16,8,5,4,4,2,11,7,16,15,0,0,0,0,FALSE,FALSE,"12,346"
"Loyola New Orleans L-LA","McNeese MCN","L-LA 79, MCN 78",FALSE,"/mens-college-basketball/game/_/gameId/401089468",20181116,"MCN","L-LA","L-LA","MCN",0,61,44.4,44,30,35,76.5,60,40,42,10,15,30,27,16,9,3,7,11,2,18,16,17,18,1,0,0,0,FALSE,FALSE,"2,599"
"Charleston Southern CHSO","Middle Tennessee MTSU","MTSU 76, CHSO 73",FALSE,"/mens-college-basketball/game/_/gameId/401088215",20181116,"MTSU","CHSO","MTSU","CHSO",1,34,47.2,34.4,29.4,34.6,67.7,66.7,36,43,8,18,28,25,14,9,6,7,6,2,17,17,25,26,0,0,0,0,FALSE,FALSE,"3,945"
"UMass Lowell UML","Brown BRWN","BRWN 82, UML 74",FALSE,"/mens-college-basketball/game/_/gameId/401086623",20181116,"BRWN","UML","BRWN","UML",1,40,43.3,47.4,36.4,33.3,66.7,68.4,36,34,11,6,25,28,17,15,10,4,5,4,19,23,21,28,0,1,0,0,FALSE,FALSE,"1,131"
"James Madison JMU","Charlotte CLT","JMU 64, CLT 59",FALSE,"/mens-college-basketball/game/_/gameId/401083961",20181116,"CLT","JMU","JMU","CLT",0,48,39.6,44.4,21.1,28.6,92.9,78.3,28,32,7,7,21,25,12,6,3,7,2,3,10,15,18,17,0,0,0,0,FALSE,FALSE,"4,375"
"East Carolina ECU","Georgia Tech GT","GT 79, ECU 54",FALSE,"/mens-college-basketball/game/_/gameId/401082897",20181116,"GT","ECU","GT","ECU",1,57,49.1,35.6,52.9,11.8,72,52.6,37,37,8,13,29,24,12,7,13,8,5,4,18,22,17,22,0,0,0,0,FALSE,FALSE,"4,922"
"Green Bay GB","Eastern Washington EWU","GB 82, EWU 78 (OT)",FALSE,"/mens-college-basketball/game/_/gameId/401086823",20181116,"EWU","GB","GB","EWU",0,18,43.3,42.6,37.1,44.4,63.6,51.6,44,45,4,8,40,37,15,12,3,5,4,4,18,10,24,16,0,0,0,0,FALSE,FALSE,"1,076"
"Spalding SPAL","Murray State MUR","MUR 106, SPAL 36",FALSE,"/mens-college-basketball/game/_/gameId/401090150",20181116,"MUR","SPAL","MUR","SPAL",1,32,66.2,25.5,42.1,18.8,70.6,77.8,44,20,11,6,33,14,32,5,13,1,9,0,10,20,14,11,0,0,0,0,FALSE,FALSE,"2,748"
"Grambling GRAM","Loyola Chicago LUC","LUC 80, GRAM 64",FALSE,"/mens-college-basketball/game/_/gameId/401088997",20181116,"LUC","GRAM","LUC","GRAM",1,63,57.8,42.6,43.8,40,70,61.5,30,35,0,9,30,26,17,14,8,9,5,2,14,14,15,23,0,0,0,0,FALSE,FALSE,"3,102"
"Chattanooga UTC","South Alabama USA","USA 73, UTC 54",FALSE,"/mens-college-basketball/game/_/gameId/401087959",20181116,"USA","UTC","USA","UTC",1,16,39.3,29.8,34.8,6.3,60,76,46,39,15,11,31,28,9,5,6,8,4,4,14,13,22,25,1,0,0,0,FALSE,FALSE,"1,585"
"Texas A&M-CC AMCC","UT Arlington UTA","AMCC 73, UTA 67",FALSE,"/mens-college-basketball/game/_/gameId/401087940",20181116,"UTA","AMCC","AMCC","UTA",0,22,37.7,47.6,18.8,33.3,71.4,61.5,31,39,11,13,20,26,9,18,4,6,5,2,12,11,17,17,0,0,0,0,FALSE,FALSE,"1,569"
"South Dakota State SDST","Florida Gulf Coast FGCU","FGCU 84, SDST 78",FALSE,"/mens-college-basketball/game/_/gameId/401086654",20181116,"FGCU","SDST","FGCU","SDST",1,80,48.5,50,28,44.4,50,75,37,37,10,5,27,32,10,11,9,6,2,1,9,16,17,25,0,0,0,0,FALSE,FALSE,"3,725"
"The Citadel CIT","Texas TEX","TEX 97, CIT 69",FALSE,"/mens-college-basketball/game/_/gameId/401083496",20181116,"TEX","CIT","TEX","CIT",1,50,40.7,41.9,28.6,28.1,67.9,61.5,50,32,21,10,29,22,17,10,13,1,5,2,7,20,13,22,0,0,0,0,FALSE,FALSE,"8,212"
"Ole Miss MISS","Butler BUT","BUT 83, MISS 76",FALSE,"/mens-college-basketball/game/_/gameId/401083085",20181116,"BUT","MISS","BUT","MISS",1,92,46.3,46.4,43.5,42.3,85.2,61.9,28,31,9,10,19,21,12,14,4,4,3,3,10,15,18,25,0,0,0,0,FALSE,FALSE,"8,328"
"Alcorn State ALCN","Vanderbilt VAN","VAN 79, ALCN 54",FALSE,"/mens-college-basketball/game/_/gameId/401082920",20181116,"VAN","ALCN","VAN","ALCN",1,64,45.3,31.8,30.8,27.3,76.5,66.7,43,39,9,12,34,27,18,9,4,8,7,0,11,14,11,18,0,0,0,0,FALSE,FALSE,"9,193"
"Princeton PRIN","Lehigh LEH","LEH 72, PRIN 57",FALSE,"/mens-college-basketball/game/_/gameId/401089092",20181116,"LEH","PRIN","LEH","PRIN",1,21,38.5,28.3,33.3,12.5,83.3,79.2,49,37,16,12,33,25,14,7,3,3,0,5,11,9,22,18,0,0,0,0,FALSE,FALSE,"1,171"
"Omaha OMA","Colorado COLO","COLO 79, OMA 75",FALSE,"/mens-college-basketball/game/_/gameId/401087078",20181116,"COLO","OMA","COLO","OMA",1,52,47.3,47.5,38.1,40.9,82.6,66.7,36,27,11,7,25,20,13,7,4,7,6,2,16,10,13,22,0,0,0,0,FALSE,FALSE,"5,720"
"Arkansas State ARST","Grand Canyon GCU","GCU 96, ARST 72",FALSE,"/mens-college-basketball/game/_/gameId/401086088",20181116,"GCU","ARST","GCU","ARST",1,100,49.2,48.2,26.3,33.3,81.8,65,41,28,16,7,25,21,18,13,8,7,2,5,13,15,19,30,2,1,0,0,FALSE,FALSE,"7,121"
"Utah Valley UVU","Utah State USU","USU 65, UVU 46",FALSE,"/mens-college-basketball/game/_/gameId/401086086",20181116,"USU","UVU","USU","UVU",1,63,36.2,30.9,18.2,23.1,73.3,56.3,50,37,17,8,33,29,17,6,11,6,7,6,12,17,19,19,1,0,0,0,FALSE,FALSE,"6,474"
"Niagara NIAG","Wyoming WYO","NIAG 72, WYO 67",FALSE,"/mens-college-basketball/game/_/gameId/401085994",20181116,"WYO","NIAG","NIAG","WYO",0,33,40.3,37.9,35,33.3,71.4,80,42,39,9,10,33,29,8,10,6,3,3,3,15,11,15,16,0,2,0,0,FALSE,FALSE,"3,793"
"Oakland OAK","UNLV UNLV","UNLV 74, OAK 61",FALSE,"/mens-college-basketball/game/_/gameId/401089943",20181116,"UNLV","OAK","UNLV","OAK",1,41,52.5,37.7,26.7,25,72.7,73.9,42,25,12,8,30,17,14,8,3,4,4,3,12,11,21,11,2,0,0,0,FALSE,FALSE,"7,439"
"Jackson State JKST","Boise State BSU","BSU 70, JKST 53",FALSE,"/mens-college-basketball/game/_/gameId/401089601",20181116,"BSU","JKST","BSU","JKST",1,24,48.1,40,20,21.4,84.2,50,34,32,5,8,29,24,13,8,7,5,5,0,13,17,12,18,0,0,0,0,FALSE,FALSE,"2,952"
"Furman FUR","Villanova VILL","FUR 76, VILL 68 (OT)",FALSE,"/mens-college-basketball/game/_/gameId/401083352",20181117,"VILL","FUR","FUR","VILL",0,100,33.8,43.3,31.8,36.4,54.5,80,40,47,14,10,26,37,14,16,6,7,9,5,14,14,19,18,0,0,0,0,FALSE,TRUE,"6,501"
