"away_team","home_team","score","is_neutral","game_ids","date","Home_ABR","Away_ABR","Winner_ABR","Loser_ABR","Home_wins","Attendance","home_fg","away_fg","home_three","away_three","home_ft","away_ft","home_rebound","away_rebound","home_o_rebound","away_o_rebound","home_d_rebound","away_d_rebound","home_assists","away_assists","home_steals","away_steals","home_blocks","away_blocks","home_turnovers","away_turnovers","home_fouls","away_fouls","home_t_fouls","away_t_fouls","home_f_fouls","away_f_fouls","away_is_ranked","home_is_ranked","People"
"Stony Brook STBK","Ball State BALL","BALL 87, STBK 76",FALSE,"/mens-college-basketball/game/_/gameId/400990120",20171117,"BALL","STBK","BALL","STBK",1,30,50.9,42.1,33.3,37,79.4,66.7,29,38,9,18,20,20,9,16,9,4,3,3,10,18,22,27,1,1,0,0,FALSE,FALSE,"3,502"
"Yale YALE","Albany ALB","ALB 80, YALE 72",FALSE,"/mens-college-basketball/game/_/gameId/400989987",20171117,"ALB","YALE","ALB","YALE",1,63,54.2,41.8,21.4,25,68.4,69.2,40,30,11,13,29,17,16,10,4,6,3,5,15,13,15,17,0,0,0,0,FALSE,FALSE,"2,717"
"McMurry MMR","Incarnate Word UIW","UIW 88, MMR 49",FALSE,"/mens-college-basketball/game/_/gameId/400988904",20171117,"UIW","MMR","UIW","MMR",1,66,51.5,27.7,33.3,23.5,54.5,50,48,45,13,17,35,28,18,6,7,6,12,6,12,21,17,21,0,0,0,0,FALSE,FALSE,"1,311"
"Ferrum FERM","UNC Greensboro UNCG","UNCG 95, FERM 43",FALSE,"/mens-college-basketball/game/_/gameId/400988663",20171117,"UNCG","FERM","UNCG","FERM",1,96,55.6,32,46.4,25,60,71.4,44,22,15,4,29,18,19,8,17,11,4,0,19,28,15,16,0,1,0,0,FALSE,FALSE,"1,767"
"Central Connecticut CCSU","East Carolina ECU","CCSU 79, ECU 68",FALSE,"/mens-college-basketball/game/_/gameId/400987952",20171117,"ECU","CCSU","CCSU","ECU",0,43,44.8,57.7,28.6,40,62.5,65,26,36,6,7,20,29,15,15,6,3,1,3,9,13,18,13,0,0,0,0,FALSE,FALSE,"3,042"
"Alabama A&M AAMU","Alabama ALA","ALA 104, AAMU 67",FALSE,"/mens-college-basketball/game/_/gameId/400987179",20171117,"ALA","AAMU","ALA","AAMU",1,78,63.5,43.1,59.3,53.3,53.3,37.5,47,23,13,8,34,15,25,10,3,7,6,0,15,10,20,11,0,0,0,0,FALSE,FALSE,"11,948"
"Georgia State GAST","Ole Miss MISS","MISS 77, GAST 72",FALSE,"/mens-college-basketball/game/_/gameId/400987176",20171117,"MISS","GAST","MISS","GAST",1,72,44.2,45.3,33.3,38.1,73.3,72.7,33,35,10,11,23,24,13,9,5,5,6,1,13,16,22,30,0,0,0,0,FALSE,FALSE,"6,835"
"Columbia CLMB","Penn State PSU","PSU 79, CLMB 65",FALSE,"/mens-college-basketball/game/_/gameId/400986361",20171117,"PSU","CLMB","PSU","CLMB",1,43,41.5,39,30.4,42.1,81.8,91.7,42,33,14,8,28,25,11,12,10,3,7,4,13,20,14,17,0,0,0,0,FALSE,FALSE,"6,529"
"Rice RICE","Northwestern State NWST","RICE 87, NWST 65",FALSE,"/mens-college-basketball/game/_/gameId/400988903",20171117,"NWST","RICE","RICE","NWST",0,39,37.7,56.6,26.3,50,55.6,66.7,30,40,11,8,19,32,12,18,10,8,1,0,20,22,23,26,0,0,0,0,FALSE,FALSE,"1,312"
"Lakeland LKLD","Green Bay GB","GB 98, LKLD 27",FALSE,"/mens-college-basketball/game/_/gameId/400992121",20171117,"GB","LKLD","GB","LKLD",1,21,53.4,12.2,35.3,6.3,85.7,100,71,32,12,12,59,20,15,5,5,9,6,1,13,8,14,27,0,0,0,0,FALSE,FALSE,"2,156"
"North Dakota State NDSU","Missouri State MOST","NDSU 57, MOST 54",FALSE,"/mens-college-basketball/game/_/gameId/400989298",20171117,"MOST","NDSU","NDSU","MOST",0,43,32.8,39.3,5.9,30,68.4,58.3,42,36,14,7,28,29,1,11,5,4,4,3,8,12,17,15,0,0,0,0,FALSE,FALSE,"4,703"
"Spring Hill SPHL","Nicholls NICH","NICH 127, SPHL 83",FALSE,"/mens-college-basketball/game/_/gameId/400988906",20171117,"NICH","SPHL","NICH","SPHL",1,8,57.9,47.5,52.8,41.2,74.1,83.3,36,32,9,7,27,25,26,15,11,6,4,0,13,26,23,19,0,1,0,0,FALSE,FALSE,"313"
"Northern Arizona NAU","Arizona State ASU","ASU 97, NAU 62",FALSE,"/mens-college-basketball/game/_/gameId/400988215",20171117,"ASU","NAU","ASU","NAU",1,44,52.4,31.7,42.3,24.1,71.4,77.3,35,42,8,15,27,27,24,12,12,4,5,5,11,24,20,26,1,0,0,0,FALSE,FALSE,"6,189"
"UNC Asheville UNCA","Vanderbilt VAN","VAN 79, UNCA 76",FALSE,"/mens-college-basketball/game/_/gameId/400987180",20171117,"VAN","UNCA","VAN","UNCA",1,56,47.2,42.2,36.8,45,75.9,86.7,32,36,7,12,25,24,15,12,5,8,5,2,14,14,15,18,0,0,0,0,FALSE,FALSE,"8,048"
"Fresno State FRES","Arkansas ARK","ARK 83, FRES 75",FALSE,"/mens-college-basketball/game/_/gameId/400987178",20171117,"ARK","FRES","ARK","FRES",1,78,48.2,45.9,28.6,37.5,65.8,59.1,33,40,9,12,24,28,15,11,5,5,6,2,11,16,21,29,0,0,0,0,FALSE,FALSE,"15,051"
"IUPUI IUPU","Eastern Illinois EIU","EIU 80, IUPU 79",FALSE,"/mens-college-basketball/game/_/gameId/400990888",20171117,"EIU","IUPU","EIU","IUPU",1,15,51.1,59.6,45,47.1,74.2,42.9,26,29,10,11,16,18,12,19,8,5,1,0,10,15,13,20,0,0,0,0,FALSE,FALSE,"769"
"DePaul DEP","Illinois ILL","ILL 82, DEP 73",FALSE,"/mens-college-basketball/game/_/gameId/400986360",20171117,"ILL","DEP","ILL","DEP",1,72,41.7,36.5,21.7,31.6,75,77.8,38,36,19,15,19,21,14,11,6,5,4,3,18,17,27,32,1,1,0,0,FALSE,FALSE,"11,254"
"Concordia University-St. Paul CCD","Milwaukee MILW","CCD 69, MILW 55",FALSE,"/mens-college-basketball/game/_/gameId/400992154",20171117,"MILW","CCD","CCD","MILW",0,13,29.5,56.3,15.2,50,70,45.5,38,37,18,6,20,31,6,13,3,7,4,1,14,16,15,18,1,1,0,0,FALSE,FALSE,"1,686"
"New Mexico UNM","New Mexico State NMSU","NMSU 75, UNM 56",FALSE,"/mens-college-basketball/game/_/gameId/400990592",20171117,"NMSU","UNM","NMSU","UNM",1,54,39.1,38.5,20,30,72.4,66.7,50,25,25,9,25,16,14,5,6,2,2,1,14,17,19,22,2,3,0,0,FALSE,FALSE,"6,839"
"UC Irvine UCI","Kansas State KSU","KSU 71, UCI 49",FALSE,"/mens-college-basketball/game/_/gameId/400989196",20171117,"KSU","UCI","KSU","UCI",1,51,39.3,29.6,47.4,20,77.8,76.5,37,39,10,12,27,27,15,11,8,2,2,6,8,17,22,19,0,0,0,0,FALSE,FALSE,"6,451"
"Eastern Washington EWU","UNLV UNLV","UNLV 91, EWU 76",FALSE,"/mens-college-basketball/game/_/gameId/400991236",20171117,"UNLV","EWU","UNLV","EWU",1,49,54.4,38,50,21.4,65.7,82.6,44,33,9,10,35,23,22,6,2,4,3,3,15,8,22,28,0,0,0,0,FALSE,FALSE,"8,900"
"Sacramento State SAC","San Francisco SF","SF 69, SAC 56",FALSE,"/mens-college-basketball/game/_/gameId/400987048",20171117,"SF","SAC","SF","SAC",1,60,37,42.2,21.2,27.3,88.9,71.4,43,34,18,5,25,29,8,4,8,3,4,5,5,14,19,13,0,0,0,0,FALSE,FALSE,"1,804"
"Northern Colorado UNCO","Pepperdine PEPP","UNCO 84, PEPP 82",FALSE,"/mens-college-basketball/game/_/gameId/400986954",20171117,"PEPP","UNCO","UNCO","PEPP",0,26,42.3,44.6,25,33.3,86.4,67.6,44,38,16,11,28,27,16,14,1,3,0,6,7,10,23,24,0,0,0,0,FALSE,FALSE,"805"
"McNeese MCN","San Diego State SDSU","SDSU 83, MCN 52",FALSE,"/mens-college-basketball/game/_/gameId/400988905",20171117,"SDSU","MCN","SDSU","MCN",1,86,49.3,31.3,31.8,15,66.7,75,42,36,11,12,31,24,18,7,5,6,6,3,8,16,15,17,0,0,0,0,FALSE,FALSE,"10,702"
"Alabama State ALST","Oregon ORE","ORE 114, ALST 56",FALSE,"/mens-college-basketball/game/_/gameId/400988217",20171117,"ORE","ALST","ORE","ALST",1,66,62.5,34.5,62.5,36.8,76,69.2,46,20,12,6,34,14,29,10,12,5,6,3,15,17,21,20,0,1,0,0,FALSE,FALSE,"8,100"
"Utah State USU","Gonzaga GONZ","GONZ 79, USU 66",FALSE,"/mens-college-basketball/game/_/gameId/400986879",20171118,"GONZ","USU","GONZ","USU",1,100,43.8,39,27.8,40.7,90,69.2,40,36,13,11,27,25,14,12,7,0,5,0,3,10,16,18,0,0,0,0,FALSE,TRUE,"6,000"
"Fairfield FAIR","Purdue PUR","PUR 106, FAIR 64",FALSE,"/mens-college-basketball/game/_/gameId/400986364",20171118,"PUR","FAIR","PUR","FAIR",1,100,51.4,40,61.3,36.7,64.7,38.5,42,34,12,9,30,25,23,12,11,5,5,4,9,22,16,18,0,0,0,0,FALSE,TRUE,"14,804"
"NJIT NJIT","Seton Hall HALL","HALL 82, NJIT 53",FALSE,"/mens-college-basketball/game/_/gameId/400988488",20171118,"HALL","NJIT","HALL","NJIT",1,36,50,37,33.3,29.6,78.9,50,38,29,11,8,27,21,19,9,6,3,7,0,12,18,14,21,0,0,0,0,FALSE,TRUE,"6,743"
"Morgan State MORG","West Virginia WVU","WVU 111, MORG 48",FALSE,"/mens-college-basketball/game/_/gameId/400989276",20171118,"WVU","MORG","WVU","MORG",1,84,58.4,32.1,37,33.3,57.9,52.9,49,29,20,13,29,16,26,10,10,7,7,5,11,27,16,16,0,0,0,0,FALSE,TRUE,"11,698"
"Penn State Brandywine PSBR","Pennsylvania PENN","PENN 99, PSBR 40",FALSE,"/mens-college-basketball/game/_/gameId/400997868",20171118,"PENN","PSBR","PENN","PSBR",1,23,53.1,22.5,38.5,20,72.7,22.2,51,39,7,14,44,25,27,6,9,2,3,0,8,16,11,17,0,0,0,0,FALSE,FALSE,"2,007"
"Houston HOU","Liberty LIB","HOU 68, LIB 66",FALSE,"/mens-college-basketball/game/_/gameId/401001040",20171118,"LIB","HOU","HOU","LIB",0,9,40.4,40.4,26.9,25,81,84.2,28,40,5,12,23,28,12,10,7,4,1,3,11,11,19,20,0,0,0,0,FALSE,FALSE,"815"
"Chicago State CHIC","Northern Iowa UNI","UNI 82, CHIC 44",FALSE,"/mens-college-basketball/game/_/gameId/400989609",20171118,"UNI","CHIC","UNI","CHIC",1,46,52.5,31.5,25,26.7,68.2,50,45,25,13,7,32,18,16,6,6,6,5,1,14,16,14,23,0,0,0,0,FALSE,FALSE,"3,051"
"Maryland-Eastern Shore UMES","Georgetown GTWN","GTWN 83, UMES 57",FALSE,"/mens-college-basketball/game/_/gameId/400988486",20171118,"GTWN","UMES","GTWN","UMES",1,31,51.7,32.3,47.4,15.8,77.8,70,48,26,11,8,37,18,24,12,2,6,5,3,13,7,17,15,1,0,0,0,FALSE,FALSE,"6,381"
"Harvard HARV","Manhattan MAN","MAN 73, HARV 69",FALSE,"/mens-college-basketball/game/_/gameId/400991070",20171118,"MAN","HARV","MAN","HARV",1,53,49,38.3,58.8,30,68.4,93.3,37,30,5,5,32,25,16,16,5,7,1,4,18,13,17,21,0,0,0,0,FALSE,FALSE,"1,250"
"SIU Edwardsville SIUE","Stetson STET","SIUE 80, STET 76",FALSE,"/mens-college-basketball/game/_/gameId/400990889",20171118,"STET","SIUE","SIUE","STET",0,12,34.4,45.8,16.7,45.5,73.8,64,39,40,10,6,29,34,9,15,7,0,1,6,4,12,21,28,0,0,0,0,FALSE,FALSE,"475"
"Eureka College EUR","Central Michigan CMU","CMU 103, EUR 68",FALSE,"/mens-college-basketball/game/_/gameId/400990122",20171118,"CMU","EUR","CMU","EUR",1,35,45.6,31.5,38.5,35.7,73.3,100,55,38,15,9,40,29,22,7,6,4,6,3,7,8,12,12,0,0,0,0,FALSE,FALSE,"1,880"
"Presbyterian PRE","VMI VMI","VMI 78, PRE 58",FALSE,"/mens-college-basketball/game/_/gameId/400988665",20171118,"VMI","PRE","VMI","PRE",1,15,52.8,40.4,40.9,31.6,86.7,75,37,26,8,7,29,19,20,6,10,6,1,1,16,15,13,15,0,0,0,0,FALSE,FALSE,"765"
"Bob Jones University BOBJ","Wofford WOF","WOF 96, BOBJ 65",FALSE,"/mens-college-basketball/game/_/gameId/400988664",20171118,"WOF","BOBJ","WOF","BOBJ",1,NA,53.6,42.6,46.7,20,80,83.3,40,24,12,4,28,20,27,11,7,3,4,2,10,11,13,14,0,0,0,0,FALSE,FALSE,""
"Charleston Southern CHSO","South Carolina Upstate SCUP","CHSO 82, SCUP 72",FALSE,"/mens-college-basketball/game/_/gameId/400991942",20171118,"SCUP","CHSO","CHSO","SCUP",0,63,39.7,46.7,36.8,33.3,70.6,77.3,29,44,9,15,20,29,14,13,6,5,1,2,14,16,21,16,0,1,0,0,FALSE,FALSE,"528"
"American University AMER","Wagner WAG","WAG 71, AMER 70",FALSE,"/mens-college-basketball/game/_/gameId/400990719",20171118,"WAG","AMER","WAG","AMER",1,54,39.2,44.2,46.7,43.8,85.7,60.7,40,29,17,13,23,16,8,7,6,4,4,7,18,13,25,25,0,0,0,0,FALSE,FALSE,"1,128"
"Kean KEAN","Fairleigh Dickinson FDU","FDU 94, KEAN 55",FALSE,"/mens-college-basketball/game/_/gameId/400990715",20171118,"FDU","KEAN","FDU","KEAN",1,16,50,36.1,28,29.6,77.8,50,44,30,13,9,31,21,21,11,19,7,5,1,18,31,14,24,0,0,0,0,FALSE,FALSE,"298"
"Howard HOW","Eastern Michigan EMU","EMU 76, HOW 66",FALSE,"/mens-college-basketball/game/_/gameId/400990123",20171118,"EMU","HOW","EMU","HOW",1,9,43.6,40.4,29.4,20,79.3,63.6,47,26,15,6,32,20,11,16,5,9,1,2,18,12,19,24,0,1,0,0,FALSE,FALSE,"819"
"Hampton HAMP","George Washington GW","GW 65, HAMP 57",FALSE,"/mens-college-basketball/game/_/gameId/400989901",20171118,"GW","HAMP","GW","HAMP",1,61,42.6,39,26.3,16.7,80,90,35,36,8,9,27,27,15,6,4,3,7,1,6,8,12,11,0,0,0,0,FALSE,FALSE,"2,636"
"The Citadel CIT","High Point HP","CIT 79, HP 77",FALSE,"/mens-college-basketball/game/_/gameId/400988666",20171118,"HP","CIT","CIT","HP",0,66,46.2,42.2,41.7,40,100,65.2,41,36,14,15,27,21,15,13,12,11,10,5,20,17,22,14,0,0,0,0,FALSE,FALSE,"1,147"
"Furman FUR","Butler BUT","BUT 82, FUR 65",FALSE,"/mens-college-basketball/game/_/gameId/400988487",20171118,"BUT","FUR","BUT","FUR",1,86,57.4,40.4,43.5,37,83.3,69.2,29,30,6,12,23,18,19,11,5,8,4,0,18,18,17,18,0,0,0,0,FALSE,FALSE,"7,827"
"William & Mary W&M","UCF UCF","UCF 75, W&M 64",FALSE,"/mens-college-basketball/game/_/gameId/400987953",20171118,"UCF","W&M","UCF","W&M",1,41,46.4,35.2,29.4,32.1,81.8,71.4,44,36,8,11,36,25,13,17,3,6,4,3,11,7,11,20,0,0,0,0,FALSE,FALSE,"4,143"
"Warren Wilson WWN","Gardner-Webb GWEB","GWEB 119, WWN 81",FALSE,"/mens-college-basketball/game/_/gameId/400992309",20171118,"GWEB","WWN","GWEB","WWN",1,20,60,38.9,40,37.3,60,100,51,27,15,7,36,20,24,7,11,8,5,0,11,14,14,16,0,0,0,0,FALSE,FALSE,"697"
"St. Francis (PA) SFPA","Longwood LONG","SFPA 83, LONG 56",FALSE,"/mens-college-basketball/game/_/gameId/400990718",20171118,"LONG","SFPA","SFPA","LONG",0,69,35.2,42.3,25,34.6,76.5,82.4,37,43,8,13,29,30,10,14,3,11,6,2,20,10,16,17,0,0,0,0,FALSE,FALSE,"1,317"
"Central Pennsylvania College CPE","Winthrop WIN","WIN 106, CPE 65",FALSE,"/mens-college-basketball/game/_/gameId/400992393",20171118,"WIN","CPE","WIN","CPE",1,32,56.1,29,59.4,9.5,65,77.1,46,37,12,14,34,23,20,3,10,5,4,6,13,19,23,18,0,0,0,0,FALSE,FALSE,"1,968"
"Middle Tennessee MTSU","Tennessee State TNST","MTSU 75, TNST 65",FALSE,"/mens-college-basketball/game/_/gameId/400990891",20171118,"TNST","MTSU","MTSU","TNST",0,23,38.5,50,33.3,36,72,69.6,34,33,11,6,23,27,8,18,5,4,2,3,12,13,19,23,1,0,0,0,FALSE,FALSE,"1,850"
"Navy NAVY","Bryant BRY","NAVY 79, BRY 71",FALSE,"/mens-college-basketball/game/_/gameId/400990714",20171118,"BRY","NAVY","NAVY","BRY",0,24,41.1,53.1,42.9,50,84.2,72,23,37,6,9,17,28,13,13,6,5,3,3,14,18,22,26,0,0,0,0,FALSE,FALSE,"639"
"Jackson State JKST","St. Bonaventure SBU","SBU 72, JKST 58",FALSE,"/mens-college-basketball/game/_/gameId/400989933",20171118,"SBU","JKST","SBU","JKST",1,66,43.1,32.8,37.5,32,70.4,50,40,40,8,14,32,26,15,11,3,5,7,1,12,13,19,27,0,0,0,0,FALSE,FALSE,"3,619"
"Binghamton BING","Evansville EVAN","EVAN 66, BING 61",FALSE,"/mens-college-basketball/game/_/gameId/400989607",20171118,"EVAN","BING","EVAN","BING",1,32,41.8,44,56.3,40,78.6,52.9,35,28,11,7,24,21,16,7,7,7,2,5,14,18,18,16,0,0,0,0,FALSE,FALSE,"3,167"
"Purdue Fort Wayne PFW","UIC UIC","PFW 67, UIC 51",FALSE,"/mens-college-basketball/game/_/gameId/400989300",20171118,"UIC","PFW","PFW","UIC",0,24,26.8,32.3,11.1,28.6,86.4,65.4,38,45,9,15,29,30,7,14,4,10,7,7,18,16,24,22,2,1,0,0,FALSE,FALSE,"1,947"
"Florida A&M FAMU","Mississippi State MSST","MSST 79, FAMU 48",FALSE,"/mens-college-basketball/game/_/gameId/400987181",20171118,"MSST","FAMU","MSST","FAMU",1,58,53.2,28.1,29.2,26.3,66.7,58.3,37,42,6,17,31,25,19,6,9,4,13,2,17,24,11,11,0,0,0,0,FALSE,FALSE,"6,132"
"Houston Baptist HBU","Belmont BEL","BEL 93, HBU 88",FALSE,"/mens-college-basketball/game/_/gameId/400988909",20171118,"BEL","HBU","BEL","HBU",1,30,43.5,41.1,34.9,48,82.8,64,48,39,11,12,37,27,19,19,4,8,0,3,14,9,18,25,0,0,0,0,FALSE,FALSE,"1,502"
"Idaho State IDST","Washington State WSU","WSU 83, IDST 62",FALSE,"/mens-college-basketball/game/_/gameId/400988219",20171118,"WSU","IDST","WSU","IDST",1,18,53.3,42.4,44.1,27.3,66.7,60,33,32,8,11,25,21,18,11,7,6,0,2,14,17,17,14,0,0,0,0,FALSE,FALSE,"2,129"
"Bethesda BETH","CSU Fullerton CSUF","CSUF 77, BETH 35",FALSE,"/mens-college-basketball/game/_/gameId/400992446",20171118,"CSUF","BETH","CSUF","BETH",1,16,40.3,18.9,30,4,46.2,73.7,58,34,19,5,39,29,19,4,9,4,2,3,9,17,17,11,1,1,0,0,FALSE,FALSE,"624"
"UC Davis UCD","Utah Valley UVU","UVU 80, UCD 71",FALSE,"/mens-college-basketball/game/_/gameId/400990593",20171118,"UVU","UCD","UVU","UCD",1,32,49.1,47.3,50,40,87.5,81.3,33,26,11,9,22,17,18,15,3,7,2,1,14,13,18,20,1,1,0,0,FALSE,FALSE,"2,726"
"Lipscomb LIP","Texas TEX","TEX 80, LIP 57",FALSE,"/mens-college-basketball/game/_/gameId/400989257",20171118,"TEX","LIP","TEX","LIP",1,52,50.9,29.3,18.8,8.7,57.6,80.8,35,38,7,10,28,28,6,3,5,4,8,0,12,17,21,27,1,1,0,0,FALSE,FALSE,"8,592"
"Howard Payne HWP","Stephen F. Austin SFA","SFA 118, HWP 64",FALSE,"/mens-college-basketball/game/_/gameId/400988907",20171118,"SFA","HWP","SFA","HWP",1,26,59.2,43.2,47.4,38.1,73.5,75,40,22,18,7,22,15,26,13,20,11,1,1,20,38,22,25,0,0,0,0,FALSE,FALSE,"1,881"
"UT Rio Grande Valley RGV","Texas State TXST","TXST 75, RGV 58",FALSE,"/mens-college-basketball/game/_/gameId/400990371",20171118,"TXST","RGV","TXST","RGV",1,15,45.5,38.9,20,29.4,73.3,55,44,27,14,8,30,19,11,9,6,11,1,4,18,17,18,24,0,0,0,0,FALSE,FALSE,"1,467"
"North Carolina A&T NCAT","Jacksonville JAX","NCAT 90, JAX 82 (OT)",FALSE,"/mens-college-basketball/game/_/gameId/400991875",20171118,"JAX","NCAT","NCAT","JAX",0,52,53,49.2,33.3,31.8,44.4,75,33,38,7,8,26,30,10,16,3,6,4,1,10,12,20,17,1,0,0,0,FALSE,FALSE,"752"
"Florida Gulf Coast FGCU","Bowling Green BGSU","BGSU 83, FGCU 80",FALSE,"/mens-college-basketball/game/_/gameId/400990124",20171118,"BGSU","FGCU","BGSU","FGCU",1,56,40.9,42.3,40,26.1,69.7,73.7,46,42,12,11,34,31,10,13,7,6,4,5,14,16,19,23,1,0,0,0,FALSE,FALSE,"2,440"
"CSU Northridge CSUN","George Mason GMU","GMU 78, CSUN 73 (OT)",FALSE,"/mens-college-basketball/game/_/gameId/400989880",20171118,"GMU","CSUN","GMU","CSUN",1,39,41,42.6,33.3,38.9,95,61.5,45,34,13,11,32,23,14,5,5,6,11,4,15,12,17,23,0,0,0,0,FALSE,FALSE,"3,041"
"Florida International FIU","Milwaukee MILW","MILW 66, FIU 51",FALSE,"/mens-college-basketball/game/_/gameId/400992155",20171118,"MILW","FIU","MILW","FIU",1,10,48,35.2,52.9,26.3,81.8,61.5,37,29,4,5,33,24,13,7,5,7,3,5,13,9,14,15,0,0,0,0,FALSE,FALSE,"1,313"
"Campbell CAMP","UNC Wilmington UNCW","UNCW 88, CAMP 84",FALSE,"/mens-college-basketball/game/_/gameId/400991479",20171118,"UNCW","CAMP","UNCW","CAMP",1,85,52.5,47.6,47.6,48.3,76.2,58.8,44,23,15,7,29,16,21,11,8,10,3,3,20,11,13,20,0,0,0,0,FALSE,FALSE,"4,415"
"Portland State PRST","UC Riverside UCR","PRST 94, UCR 82",FALSE,"/mens-college-basketball/game/_/gameId/400991237",20171118,"UCR","PRST","PRST","UCR",0,NA,46.7,44,16.7,40,68.6,55.2,37,52,9,23,28,29,15,14,9,11,3,5,23,24,25,31,0,0,0,0,FALSE,FALSE,""
"Youngstown State YSU","Canisius CAN","CAN 104, YSU 84",FALSE,"/mens-college-basketball/game/_/gameId/400991069",20171118,"CAN","YSU","CAN","YSU",1,57,62.3,44.8,56.5,43.5,53.6,58.3,38,35,8,13,30,22,29,13,4,5,7,2,14,10,23,25,0,1,0,0,FALSE,FALSE,"1,245"
"Army ARMY","Marist MRST","ARMY 94, MRST 73",FALSE,"/mens-college-basketball/game/_/gameId/400991068",20171118,"MRST","ARMY","ARMY","MRST",0,42,45,52.9,28.6,60.9,64.7,72.7,26,43,6,13,20,30,12,22,8,6,3,0,16,17,14,17,0,0,0,0,FALSE,FALSE,"1,339"
"Kennesaw State KENN","Tennessee Tech TNTC","TNTC 82, KENN 68",FALSE,"/mens-college-basketball/game/_/gameId/400990892",20171118,"TNTC","KENN","TNTC","KENN",1,15,48.4,41.1,42.1,14.3,57.1,66.7,40,36,11,10,29,26,20,15,11,7,4,4,15,16,23,16,0,2,0,0,FALSE,FALSE,"1,116"
"Murray State MUR","Wright State WRST","MUR 80, WRST 61",FALSE,"/mens-college-basketball/game/_/gameId/400990890",20171118,"WRST","MUR","MUR","WRST",0,50,38.9,53.3,25,50,75,66.7,29,35,11,10,18,25,7,18,6,7,0,2,16,15,8,21,0,0,0,0,FALSE,FALSE,"4,009"
"Charleston COFC","Charlotte CLT","COFC 81, CLT 72",FALSE,"/mens-college-basketball/game/_/gameId/400990568",20171118,"CLT","COFC","COFC","CLT",0,45,43.5,50,41.7,45.5,68.4,86.7,36,34,13,7,23,27,10,8,6,8,3,7,17,16,19,22,0,1,0,0,FALSE,FALSE,"4,122"
"Oakland OAK","Toledo TOL","TOL 87, OAK 74",FALSE,"/mens-college-basketball/game/_/gameId/400990126",20171118,"TOL","OAK","TOL","OAK",1,63,48.5,37.7,19,28,77.3,75,45,41,11,12,34,29,13,13,1,3,6,1,8,10,17,20,0,0,0,0,FALSE,FALSE,"4,436"
"UT Martin UTM","Akron AKR","AKR 76, UTM 59",FALSE,"/mens-college-basketball/game/_/gameId/400990125",20171118,"AKR","UTM","AKR","UTM",1,49,46.3,43.1,48.4,30,78.6,60,32,31,11,12,21,19,18,9,2,7,2,3,14,13,10,15,0,0,0,0,FALSE,FALSE,"2,713"
"Princeton PRIN","Saint Joseph's JOES","JOES 71, PRIN 58",FALSE,"/mens-college-basketball/game/_/gameId/400989965",20171118,"JOES","PRIN","JOES","PRIN",1,98,47.2,41.2,37,31.3,64.7,85.7,30,25,5,3,25,22,11,11,4,1,2,0,4,9,13,18,0,0,0,0,FALSE,FALSE,"4,121"
"Texas Southern TXSO","Syracuse SYR","SYR 80, TXSO 67",FALSE,"/mens-college-basketball/game/_/gameId/400986070",20171118,"SYR","TXSO","SYR","TXSO",1,47,45.6,44.9,33.3,38.1,66.7,68.2,40,28,16,7,24,21,21,16,8,5,4,2,10,10,19,21,0,2,0,0,FALSE,FALSE,"16,644"
"Calvary CALV","Western Illinois WIU","WIU 102, CALV 25",FALSE,"/mens-college-basketball/game/_/gameId/400993506",20171118,"WIU","CALV","WIU","CALV",1,10,62,20.8,35,4.8,58.3,66.7,58,11,18,0,40,11,22,4,9,8,5,1,11,19,10,15,0,0,0,0,FALSE,FALSE,"503"
"Montana State MTST","Louisiana Tech LT","LT 71, MTST 58",FALSE,"/mens-college-basketball/game/_/gameId/400991238",20171118,"LT","MTST","LT","MTST",1,30,34.5,34.4,33.3,38.9,73.5,64.3,42,41,13,13,29,28,9,9,5,2,7,4,11,13,15,24,0,0,0,0,FALSE,FALSE,"2,378"
"Illinois-Springfield UNI","Southern Illinois SIU","SIU 69, UNI 64",FALSE,"/mens-college-basketball/game/_/gameId/400989608",20171118,"SIU","UNI","SIU","UNI",1,46,43.4,39,33.3,33.3,66.7,76.9,39,37,9,8,30,29,13,8,6,7,8,4,14,12,14,24,0,0,0,0,FALSE,FALSE,"4,166"
"Grambling GRAM","South Dakota SDAK","SDAK 84, GRAM 55",FALSE,"/mens-college-basketball/game/_/gameId/400989299",20171118,"SDAK","GRAM","SDAK","GRAM",1,34,54.9,32.7,33.3,30.8,88.9,71.4,35,30,7,12,28,18,16,9,11,8,7,4,16,19,23,22,0,0,0,0,FALSE,FALSE,"2,054"
"Arkansas-Pine Bluff UAPB","SMU SMU","SMU 72, UAPB 37",FALSE,"/mens-college-basketball/game/_/gameId/400987954",20171118,"SMU","UAPB","SMU","UAPB",1,96,51,28.3,39.1,14.3,56.5,57.1,43,21,10,4,33,17,24,5,5,6,2,3,12,13,16,22,1,2,0,0,FALSE,FALSE,"6,738"
"Bucknell BUCK","Maryland MD","MD 80, BUCK 78",FALSE,"/mens-college-basketball/game/_/gameId/400986362",20171118,"MD","BUCK","MD","BUCK",1,83,47.5,46.2,30.8,41.7,80,72.7,41,26,14,10,27,16,12,16,3,8,5,3,16,10,12,21,0,0,0,0,FALSE,FALSE,"14,841"
